title,author,datetime,content,url
뉴비 마깃안 먹었는데 팔면 되나요?,,2026-06-27 13:15,"방금 하드 데미안 깼더니 마깃안 떳어요
이거 직작해서 끼는게 낫나요 아니면 옥션에 파는게 낫나요??
현재 아이템버닝 적용 시킨
무과금 유저고
11억 메소 들고 있습니다(챌린저스패스x,제네시스패스x)",https://www.inven.co.kr/board/maple/2300/358228
혹시 검마 20분 되면서 바뀐거 있나요?!,,2026-06-27 13:13,"검마 처음으로 도전하려고 유튜브 보고 공부하려하는데
20분화 되면서 패턴 바뀐게 있나요??
아니면 옛날 공략 영상 그대로일까요?",https://www.inven.co.kr/board/maple/2300/358227
블랙보조 쭉 써도될까요?,극비둘기,2026-06-27 12:58,메이린 잡고 카레잠으로 하트 보조 고민중에 하트는 해봤자 큰 스펙업이 별로 없을것같아 보조2줄이라도 띄우고 보스 잡으려했는데 저렇게 3줄이떴습니다 저기에 에디 유니크나 레전까지 올리고 쭉 써도될까요?,https://www.inven.co.kr/board/maple/2300/358226
보통 해방후에 세팅어떻게되나요??,Mildeok,2026-06-27 12:57,"진힐라하드솔플까지는 되고있고,
해방하면 8000만정도 전투력이 될거같은데
이후에는 어떻게 템세팅 어떻게할까요
챌섭기준에 해방이후는 템세팅가이드가없어서 궁금합니다
본섭은 3에스텔라에 5아케인으로 가시던데,.",https://www.inven.co.kr/board/maple/2300/358225
제네시스 해방 퀘스트 관련 질문입니다 [메린이],강윤슬,2026-06-27 12:39,"혹시 이번주
주간처치 보스를 12마리 제한을 채워서
매그너스를 제네시스 모드로
못잡으면 망한건가요?
제가 실수를 했습니다
이미 카오스 자쿰과, 파풀라투스, 벨룸을 잡아버려서
매그너스를 잡으려면
카엔슬이나 노말메이린을 포기해야 할것 같습니다",https://www.inven.co.kr/board/maple/2300/358223
이벤트링 선택권 하나 더 있는데 뭐 받아야하나요??,나의직업은,2026-06-27 12:34,"첼섭 직업은 렌이고 지금 어웨이크, 이터널링, 테네링 있는데
이벤링 쿠폰을 하나 더 줘서요
뭘 받아야하나요??
딥다크 받으면 되나요?",https://www.inven.co.kr/board/maple/2300/358222
제네 해방 어둠의 흔적 연습모드,모코코아니다,2026-06-27 12:26,패치해서 연습모드로 어둠의 흔적 얻을 수 있다는데 맞나요?,https://www.inven.co.kr/board/maple/2300/358221
자석펫(6석) 질문,Tobiume,2026-06-27 12:15,"본캐가 렌이고 자석펫은 버섯 3석
(펫장비 공격력)
으로 맞췄는데,
예를들어 8기 세트 세 마리를
4,5,6석
으로 추가로 맞춘다 라고 가정했을 때
이때 8기 세 마리의 펫장비를
'마력'
으로 맞춰도 될까요?
혹시 나중에 법사 캐릭 키울때를 대비해서 4,5,6석에 들어가는 펫장비는 마력으로 맞춰놓을까 해서요.
4,5,6석의 펫장비 효과는 적용X
단, 루나 쁘띠 스킬(공/마 +15,+15,+30)은 적용O
이게 맞는지 궁금합니다!",https://www.inven.co.kr/board/maple/2300/358220
ㅈ됐슴다,찬영,2026-06-27 11:36,하버 아버 명의당 1개인줄 모르고 안쓰던 계정에 줬는데 이 계정 탈퇴하면 다시 하버 아버 주나요?,https://www.inven.co.kr/board/maple/2300/358219
제네시스 패스 어둠의 흔적 질문,Como90,2026-06-27 11:33,안녕하세요 챌섭 에서 제네시스 패스 매그너스 까지 잡았는데 어둠의 흔적이 부족해서 다음단계로 못 넘어가고 있습니다 주보 잡을수있는거 다 잡았는데 이러면 검마 버스 받아야 할까요?? 검마 버스는 어디서 구하나요?,https://www.inven.co.kr/board/maple/2300/358217
닉네임 판단커피 이런건 안팔리겠지??,깟님,2026-06-27 11:32,예전에 닉네임 뭐하지 하다가 먹던 커피 이름이라 했는데 ㅋㅋㅋ,https://www.inven.co.kr/board/maple/2300/358216
테라 200찍는데 얼마나 걸려요? 첼섭기준,레알밤판사,2026-06-27 11:30,테라 200찍는데 얼마나 걸려요? 첼섭기준으로 궁금합니다 테라버닝은 예전처럼 사냥해서 올리나요?,https://www.inven.co.kr/board/maple/2300/358214
테토 빌드 흉성 맵옮기는 타이밍을 모르게쏘요,한마충,2026-06-27 11:13,"1. 흉성들어가자마자 극딜하고 첫구슬터트리고 바로 맵 넘어가야하나요, 아니면 노랑게이지 다떨어트린다음 폐허로 넘어갈까요
2.폐허에서 최종댐 받으려고 노랑게이지 끝까지 채우고 다음구슬턴에 환영으로 도망가야하나요?, 아니면 75퍼정도
차면 왼쪽제단풀고 환영으로 도망가야하나요?
3.폐허에서 최종댐 받고 극딜하려면 넘어가는 타이밍을 언제 잡아야할가요",https://www.inven.co.kr/board/maple/2300/358213
"보마 블랙보조 블큐, 메멘토 골큐",,2026-06-27 09:58,"제네패스 플러스 구매할 예정인데요
대적자 큐브로 제네무기 3줄 만들고
이번 미라클때 블랙보조 레전 등업해서 블큐랑 메멘토 골큐 던지는 거 괜찮을까요?
보마입니다",https://www.inven.co.kr/board/maple/2300/358211
메이린 망토 프리즘,아담의죄,2026-06-27 09:56,"메이린 망토에 컬러링프리즘 하고싶은데 라벨아이템이 아니라면서 안되는데
어떻게 하는걸까요?",https://www.inven.co.kr/board/maple/2300/358210
사냥링크 아란말고 다른거 뭐 없을까?,,2026-06-27 09:11,"구슬 먹지도 않는거...
구글링하면 전부다 아란이 들어가있는데
내가 찾은게 과거버전인지..
요즘 트렌드에 맞게 정리된 글이 없는건지
아란이 맞는건지
뭐 없을까?",https://www.inven.co.kr/board/maple/2300/358207
놀긍 60퍼 작 해도 되나요?,르윗,2026-06-27 08:55,"전투력 4000만 되는 마법사 뉴비입니다.
경매장 보면 놀긍 100퍼는 1억 넘는데 60퍼는 5만 메소 정도밖에 안 하더라고요.
이유가 있나요?
주흔 15퍼 작 하려다가 놀긍 1작에 나머지 주흔 15퍼작 해보려고 합니다.
놀긍 100퍼 작 할 돈은 없어서 60퍼로 이노 바르면서 해보려고 하는데 가능한지 여쭤봅니다.",https://www.inven.co.kr/board/maple/2300/358206
메린이 레전 잠재 ㅊㅊ좀,Funnn,2026-06-27 08:30,"페어리 하트에 유잠 발랐고
3만점 채워서 레전 잠재 받았는데 어따 쓰는게 좋음
지금 블랙보조 노잠재 카벨룸때 준 엠블렘 사용중이고 보조나 미트라 살 생각은 있긴한데 지금 당장 어따 쓰는게 좋을꺼 같음??",https://www.inven.co.kr/board/maple/2300/358205
챌섭 코인샵 솔 에르다,John777,2026-06-27 07:30,이번에 강화를 너무 하고 싶은 나머지 챌섭 코인샵에 있는 솔 에르다 5개를 모두 구매를 했는데 손해야? 아니면 어차피 나중에 사야 할 것 중에 하나야? 안 그래도 이번 챌섭 때 호영을 키운 것도 좀 서러운데 이것 마저 잘못된 거면 메이플 접고 다음 챌섭을 기다릴 것 같음...,https://www.inven.co.kr/board/maple/2300/358203
메소 에디 레전 시세는 얼마쯤 할까요?,압둘라와함께,2026-06-27 06:32,메소 에디 레전 시세는 얼마쯤 할까요?,https://www.inven.co.kr/board/maple/2300/358202
바인드 씹힘 질문,크령,2026-06-27 06:25,"챌섭에서 제논 육성중인데 보스 할때마다 에르다 노바가 씹힘니다 ㅠ
일반 극딜 때 패턴이랑 안겹치는거 같은데도 쓰면 계속 헤카테 바인드만 써지고 노바는 써지는데 적용이 안 되네요
혹시 왜 그런지 아시는 분 있나요",https://www.inven.co.kr/board/maple/2300/358201
마라벨 가격 어디까지 떨어질꺼같음?,Funnn,2026-06-27 06:07,"전에 신발 망토에 헤어까지 뽑아서 나머지 무기, 옷, 모자만 사면 되는데 가격 자꾸 떨어져서 그러는데 보통 어디까지 떨어짐? 지금 각각 11억,13억,13억임",https://www.inven.co.kr/board/maple/2300/358200
검은화면 증상 해결법 아시는분 계신가요,카인좋아요,2026-06-27 06:04,"해상도 변경시 검은 화면은 아니고요
그냥 가만히 있는데 시도때도 없이 검은화면이 뜹니다 아예 화면 전체가 검은화면으로 바껴서 조작도 안되구요 결국 본체 강종하고 다시 켜야합니다
소리는 들리고 모니터도 켜져는 있는데 화면이 검은색으로 바뀌네요 그래픽카드 드라이버도 지웠다가 최신 버전으로도 다운로드해보고 지웠다가 안정적이라는 구버전으로도 해보고 다시 지웠다가 최신버전 그래픽 드라이버로 바꿨는데도 그대로네요 메이플만 이러는데 미치겠네요",https://www.inven.co.kr/board/maple/2300/358199
저 뉴빈데 환산주스탯 이랑 하이퍼스탯 양이 달라요,Evastum,2026-06-27 03:54,환산주스탯에서 찍으라는거 찍는데 포인트가 부족해서 왜 부족한지 알고싶습니다.,https://www.inven.co.kr/board/maple/2300/358198
헥사 떡작 질문이요!,실리안골드팜,2026-06-27 02:38,님들 이거 헥사 메인코어 20퍼증가 이벤트 할때까지 기다리는게 좋나요?,https://www.inven.co.kr/board/maple/2300/358197
리사 <<닉네임을 이번에 올려볼까하는데,요루하나비,2026-06-27 02:29,얼마정도가 적당할까요?,https://www.inven.co.kr/board/maple/2300/358196
제가 어비스를 사려고 돈모으는 중인데요,,2026-06-27 02:29,"얼마 전 풀었던 무료 영구자석펫을 이번에 아예 판매하길래 마음이 흔들리네요...
참고로 어비스는
절대
포기할
생각 없습니다.
수중에 가진 돈은 55억뿐이며 현질할 형편이 단 1도 안되고 게임아이템 현거래 능력도
전혀
없어요. 무슨 말을 하는지 모르는 분들을 위해 적자면,
계속 모아서 펫 먼저 사고 어비스 구매를 두번째로
미룰지
펫은 그냥 포기하고 어비스만 사고 끝낼지 고민인것...
https://www.inven.co.kr/board/maple/5974/5659497
참고로 메생 처음으로 영구자석펫을 써봤던 경험담입니다 어차피 형편이 안되어 기존펫으로 돌아갔었네요",https://www.inven.co.kr/board/maple/2300/358195
메린이 600억 메소 정도 스타드 할려는데 질문있어요!,샤샤르베,2026-06-27 02:01,"카데나 진행중인데 보스시간이 너무 오래걸리고 리트가 많아서
뼈대정도만 맞춰주고 싶어서요!!
600억정도 생각하고 있고 자본은
제네시스, 챌린저스 패스는 다해놓은 상태입니다!
자석펫 없고  따로 구매한건 1개도 없어요 ㅠ
제 생각은 보조무기 보보공/공잡옵잡옵  / 미트라 공공럭 / 공공럭  / 심장 럭x3 /럭올스텟 기타  이정도
경매장에 알아보니까 600억정도 되더라구요 다사면 그게 좋을지 아니면  반지나 귀걸이 등 악세를 맞추는게 더
효율이 좋을지 궁금합니다!",https://www.inven.co.kr/board/maple/2300/358194
추옵이 나왔는데 잠재값  이상 받을 수 있는 추옵인가요?,단화,2026-06-27 01:59,아니면 돌리려고 선생님들께 질문 드립니다,https://www.inven.co.kr/board/maple/2300/358193
뉴비 페어리하트작 질문있습니다,괴짜0,2026-06-27 01:13,레테키우면 마력 30퍼로 10번 붙이면 되나요?,https://www.inven.co.kr/board/maple/2300/358192
이번 미라클때 미트라 등업 어캐생각하시나요,,2026-06-27 00:48,"레에 미트라 윗잠 21퍼 아랫잠 15퍼인데
아랫잠 레전간다고 쳐도 21퍼를 뽑을수있을지없을지 모르겠는데
공짜 화에큐를 미트라에 박을지 그냥 하트나 등업시켜줄지 고민이네요..
하트는 유니크 레어입니다 따로 메소를 크게 투자할생각은 없어요",https://www.inven.co.kr/board/maple/2300/358191
환산 사이트 궁금한점 있습니다,갓폽,2026-06-27 00:35,"정말 오랫동안 안하다 메이플 와서 환산 사이트에서 이렇게 투명한게 뭔지를 모르겠네요
추가로 헥사3 안뚫었는데 헥사3 언제 뚫으라는 표시가 없어서 헷갈리네요
도움 부탁 드립니다",https://www.inven.co.kr/board/maple/2300/358190
메이플 부캐는 275 의자 못얻나요?,건우직녀,2026-06-27 00:21,"옛날에 하다 이번에 복귀한 사람인데 본캐에 275 의자를 얻었는데
부캐는 못얻나요? 전구퀘스트에 의자 얻는 퀘스트가 없네요 ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358189
뉴비 익스트림 성장의 비약 질문,늅서율,2026-06-27 00:02,"안녕하세요, 챌섭에서 처음 메이플 시작하는 뉴비입니다.
어디에서 받았는지는 기억이 나지 않지만, 인벤에 익스트림 성장의 비약 3개가 있고,,
해당 비약이 6월 27일, 금일 23시까지 사용이 가능하다고 합니다.
그냥 버리기에는 좋은 아이템 같은데, 어떻게 사용해야 할까요?",https://www.inven.co.kr/board/maple/2300/358188
보조 레에로 챌린저 도전 가능할까요?,,2026-06-26 23:46,에디셔널을 유니크로 올려야할지 교불이라 돈더쓰긴 아깝고 의견을 들어보고 싶어요,https://www.inven.co.kr/board/maple/2300/358187
챌섭 자석펫 더 안뿌리겠죠?,,2026-06-26 23:39,"지금 자석펫 유효기간이 7월이던데..
더 안뿌리겠죠?? 사먹어야겠죠? ㅠ",https://www.inven.co.kr/board/maple/2300/358186
잠재능력이나 스타포스 같은 이름 다른 아이템으로 못옮기나요..?,룰루랄루,2026-06-26 23:35,"제가 스타포스 17성 강화권이랑 유니크 잠재능력 부여 주문서를 같은 이름의 다른 아이템에 각각 사용했는데, 이거 합치는 방법 없나요..? 그냥 코인 3000개 날린건가요..ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358185
민생 드랍률 제가 아는게 맞나요?,월곶사는닝겐,2026-06-26 23:33,24퍼 드랍률을 기본으로 줘서 민생 24 + 쓸심24 + 어빌20 이렇게 하면 67%이상 되는거 맞죠?,https://www.inven.co.kr/board/maple/2300/358184
페어리 하트 관련 질문입니다.,Ausnd,2026-06-26 23:13,"늅늅 질문 좀 하겠습니다.
이번에 페어리하트 2개 주는데 플라즈마 받기 전까지 하나 순백하면서 30퍼 완작하고 쓰면 되나요?",https://www.inven.co.kr/board/maple/2300/358182
사냥 중 튕김 현상,Gmsolluna,2026-06-26 23:13,"대략 한달 정도 전부터 사냥터에서 몹이 멈추고, 튕기는 현상이 계속 발생을 하네요.. 혹시 관련해서 아시는 분 있으실까해서 글 올려봅니다.. 사냥할때만 발생하며, 보스, 마을 등에서는 렉도 거의 없다시피해요..
노트북 스펙은
대략 이렇게 되구요, 인터넷 문제는 아닌것 같은게, 전에 쓰던 노트북으로 켜서 사냥해보면 비슷한 문제가 전혀 안생기거든요
게임 재설치, 포맷, 메이플 호환성 변경, 우선순위 등등 여러가지 방법을 시도해봤지만 별 수가 없었습니다.... 이것 때문에 메이플용 컴퓨터를 사야할까도 고민중입니다. 관련해서 아시는 분 있으시면 제발 도움부탁드립니다..
영상도 있긴한데 닉네임이 같이 있어서 올리진 않았습니다.",https://www.inven.co.kr/board/maple/2300/358181
이거 뭐 골라! 빨리!,다시돌앙,2026-06-26 23:03,뭐 골라??,https://www.inven.co.kr/board/maple/2300/358180
지금 보조 엠블에 대해 고민인데 이거 투표 좀 해주실 수 있으신가여...,댕쌤,2026-06-26 22:58,"돈이 많지 않아서 200억 보조 사는데도 땀 쩔쩔매며 사야 되는데...
현재 블랙보조 레전2줄 에픽1줄, 엠블렘은 똥블렘 유닠1줄 에픽1줄 쓰고 있습니다.
이번 미라클을 통해 무보엠을 좀 스펙업하려 합니다.
미트라랑 보조를 직접 돌려본 적이 많지 않아서 5줄을 만드는데 얼마나 걸리는지 모르겠습니다.
보조 매물 같
은 경우는 인기 있는 직업이라 걱정이 없는 편입니다
.",https://www.inven.co.kr/board/maple/2300/358179
나린 지역 가는법 알려주세요,,2026-06-26 22:58,"업적 퀘스트 중인데 나린 지역을 가야해서요
인터넷 검색해보니 새비지터미널에서 npc드바한테 돈주고 가면 된다는데
패치된건지,, 새비지터미널에 드바가 아예 안보여요..
나린 지역 어떻게 가야하나요 ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358178
메린이 보스도핑질문,도토릐,2026-06-26 22:48,"보스 도핑좀 종류별로 알려주세요 (줄임말 X 못알아들음 ㅠㅠ 풀네임으로 알려주세요ㅠㅠ)
1. 유니온의 힘 (유니온 코인상점구매)
2. 영웅의 메아리 (버프스킬)
3. 길드의축복 뿌리기 (길드가입시 주1회 줌)
4. 익스트림 레드 (몬스터파크에서 구매
5. MVP 슈퍼파워 버프: 경매장 구매
6. 275레벨 인기도 버프?
7. 캐시샵구매: 붕어빵, 미슈라?
8. 길드스킬 (이건근데 하루한번밖에 못쓰나요?)
9. 헤네 자유시장구매: 세이람의영약, 무슨영약이더라?
10. 빨간별 물약, 파란별 물약, ?
-이거랑 다른 물약버프(풀네임), 구매처좀 알려주세요 ㅠ
11. 빠진게 더 있나요?",https://www.inven.co.kr/board/maple/2300/358177
뉴비) 제로 공마 받는거요,응당러,2026-06-26 22:11,"120짜리 생성해놨는데 안오르는데 200 찍어야돼는건가요 ??
맨몸으로 딸농 돌수있나요 ?;ㅁ;
육성 팁좀 가르쳐주세요 !",https://www.inven.co.kr/board/maple/2300/358176
메린이 레테 챌섭 이번 미라클 스펙업 방향 일려주세요!,흑마아니에요,2026-06-26 22:01,"메린이 레테 이번 미라클때 뭘 해야 효율적으로 스펙업 할수있을까요?? ㅠㅠ
메소는 30억정도 있고 블큐도 50개 정도 있습니다 !!
레잠은 아직 한장도 안쓴 상태인데
보조에 바를지 하트에 바를지 미트라를 사서 바를지
메소로 등업을 노릴지.. 아니면 드메템을 살지 갈피를 못잡겠습니다 ㅠㅠ
챌린저까지 찍어보고 싶은데 방향좀 알려주새요 ㅠ",https://www.inven.co.kr/board/maple/2300/358175
와헌 뉴비 스킬코어 질문,피스메이커3,2026-06-26 21:39,환산 주스텟대로 찍고 있는데 파이널어택 강화 하라는건 안보이는데 안해도 되는건가요?? 1렙 열어놓기만 했어요,https://www.inven.co.kr/board/maple/2300/358172
와헌 키우는 뉴비임니다,,2026-06-26 21:26,헥사 강화를 비슷하게 한 친구보다 2000정도 헥환이 떨어지는데 이유가 뭔지 알 수 있을까요...,https://www.inven.co.kr/board/maple/2300/358171
챌섭 플라즈마하트 모듈 질문 !!,홍콩견학,2026-06-26 21:03,이번 챌섭에서 5만점 찍으면 주는 하트 업그레이드 모듈 이거 받고 본섭 리프할때 가지고 본캐에 줄수있나요??!,https://www.inven.co.kr/board/maple/2300/358169
뉴비 메린이 인데요..! 보스 배율 질문 있습니다!,샤샤르베,2026-06-26 19:38,"혹시 배율이 500% 정도인데
2~3분 남기고 깬거면 문제있는걸까요?ㅠㅠ
직업은 카데나 입니다",https://www.inven.co.kr/board/maple/2300/358167
블루베리 농장 질문입니다!,레알밤판사,2026-06-26 19:06,블루베리농장 그냥 270부터 받는족족 쓰면 될까요?,https://www.inven.co.kr/board/maple/2300/358166
챌섭 메린이 듀블 템셋팅 질문있습니다,앙버터,2026-06-26 18:33,"이번 챌섭에서 처음 듀블 키우는데 하다보니 캐릭이 너무 재밌어서 최종목표를 챌린저 달성으로 잡고 있는데 현재 120억메소 보유중입니다. 원래는 보조를 맞추고 싶었는데 가격 거품이 너무 많이 껴있기도 해서 이후에 템셋팅 방향성을 어떻게 정하면 좋을지 조언 구하고 싶습니다.
현재 계획 :  120억메소중 일부 써서 여명4셋 맞추고 미트라 거품빠지면 노작 구매후 3만점 카레잠 바르고 직작, 나머지는 보조 구매를 위해 아껴놓기, 일요일 미라클때 하트에 카유잠 바르고 등업+2줄노리기
여기서 추가로 하면 좋은 스펙업이나 더 좋은 방안이 있다고 생각되시면 알려주시면 감사하겠습니다. 아래는 현재 제 스펙입니다.",https://www.inven.co.kr/board/maple/2300/358165
스펙업 방향성 알려주실분,Woodoll,2026-06-26 18:32,"현재 데브펜 이쁜매물올라와서 하나 구매한거말고는 너무 비싸거나 상태가 하자가있어서 장신구쪽은 구매안했습니다
130억정도 모아놨는데 미라클때 무기 에디유닉>레전 을가야할지
아니면 본섭에 화에큐 유닉>레전 천장 한 170개정도 채워놨는데 본섭리프해서 천장보고 옵저격하는게 나은지
그리고 미라클때 할만한 스펙업이나 직작할거있을까요?
아님 미트라  미라클때 싸게올라온거있으면 주워올까요 에디레전이나 쌍레 레에 이런거
없으면 그냥 데브펜정도 수준의  작 잠재 에디로괜찮은거 사서 샤타때 18달고 끝낼까요 4여명으로
4만이상으로 키워본적이없어서 어떻게 템세팅해야할지 모르겠습니다...",https://www.inven.co.kr/board/maple/2300/358164
메소마켓 질문,,2026-06-26 17:43,"뉴비인데 메소마켓 질문이 있습니다 !
제가 만약에 20억이라는 메소를 판매하려고 메소마켓에 등록하게 되면
20억을 구매하는 사람만 제거를 살 수 잇는건가요?
그럼 10억 , 10억 나눠서 판매하는게 더 판매되기 쉬운 그런거일까요..?",https://www.inven.co.kr/board/maple/2300/358162
뉴비 스펙업 뭐해야할지 모르겠어요,펜토르,2026-06-26 17:39,"레벨 276 / 아케인 심볼 lv 17 / 전투력 3317만 / 헥사환산 25,265
1. 에메랄드 찍고, 받은 레잠을 페하에 써버렸는데 괜찮을까요? 보조에 쓸걸 그랬나 싶긴해요.
2. 60억메소정도 있는데, 미라클 때 여명 3부위(유닉or레전) 사기 vs 교가 보조무기 (레전 보보 두줄) 사기 정도로 고민 중이에요
3. 현재 카오스 더스크까지 잡았고, 이번 주 안에 하드 진 힐라/듄켈이고 많이 세지면 노말 메이린까지 잡고 싶은데 더 스펙업할만한게 있을까요",https://www.inven.co.kr/board/maple/2300/358161
뉴비 챌린저 찍고 싶은데 엠블렘 안 맞추고도 될까요?,나는솨나이,2026-06-26 17:19,"핵환 2.5 와헌이고
지금 검밑솔은 했는데 뉴비가 엠블렘 9/6으로도 될지..?
8주 내로는 찍고 싶은 욕심이 있습니다
어렵다 싶으면 지금 미트라가 비싸도 어쩔 수 없이 사려고 생각중",https://www.inven.co.kr/board/maple/2300/358160
경매장 검색 질문있어요,겸댕근이,2026-06-26 17:09,형님들 경매장에 코디용 한벌옷 검색할라는데 필터하는거에 남 녀 밖에 필터가안되는데 이거 공용 한벌옷 검색하는 방법이있나요????,https://www.inven.co.kr/board/maple/2300/358159
[질문] 챌섭 전사 에테신발 힘39% 가격문의 드려요!,하극,2026-06-26 16:42,"챌섭 신발 2줄직작하다가 나왔는데 이런거 전승으로 팔리나요?
경매장에 1000억에 올리려고 하는데
혹시 문제가되면 글 지울게요!",https://www.inven.co.kr/board/maple/2300/358158
방어구 잠재,홍시집사,2026-06-26 16:02,"직업은 제로고 지금 방어구 깡통을 끼고있는데
1차적인 목표는 4에테 4아케인 18성 레에 두줄 정도에요
저번 이벤트때 에테는 전부 유에로 만들어뒀어요
템 시세를 잘 몰라서 지금 거품이 껴있는거같긴 한데 미라클때 에테 잠재를 사먹을지 돌릴지 잘 모르겠어요.
직작은 해로우니 걍 사먹는게 나을까요? 아니면 유니크 두줄 띄운단 생각으로 돌리다 등업하면 개이득 마인드로 가는게 좋을까요",https://www.inven.co.kr/board/maple/2300/358157
챌섭 메린이 검마는 언제잡아야 되나요,강윤슬,2026-06-26 15:38,"6월 30일까지 못잡으면
7월1일 ~ 7월31일 까지만 잡으면 되나여?
월간보스 초기화 기준을 모르겠어요",https://www.inven.co.kr/board/maple/2300/358155
이벤트링 잠재 옵 등급 유지한채로 옵션 돌리는 법 있을까요?,,2026-06-26 15:28,"어제 출젝으로 받은 블랙 큐브를 돌리다가 레전잠재 2둘을 만들었는데
이거 레전드 등급은 유지한 채로 드랍 두 줄이나, 메획, 드랍 같은 걸로 바꾸는 방법이 있을까요?",https://www.inven.co.kr/board/maple/2300/358154
[메린이] 템 가격이 궁금합니다!!,치즈맛피망,2026-06-26 15:28,아래 템은 팔면 얼마정도가 적당한가요?? 그리고 작이 좀 아쉽다고 하던데 혹시 상의에 어떤 작을 하면 좋은지도 조심히 여쭤봅니다..,https://www.inven.co.kr/board/maple/2300/358153
메린이 챌섭 템세팅 질문,Yssal,2026-06-26 15:14,"메린이 챌섭에서 챌린저 도전 중입니다.
현재 캡틴을 육성 중이고, 최종적으로는
4여명 → 이후 칠흑으로 하나씩 교체
하는 방향을 생각하고 있습니다.
현재 계획
보조
현재 : 깡통
예정 : 보보공 3줄 구매
엠블렘
현재 : 유니크 공9%
예정 : 미트라 엠블렘
장신구
18성 / 9·6·6 / 에픽 2줄 / 프악공작
4여명 (데브팬, 에스텔라, 가엔링, 트왈마) 정도로 맞출 계획입니다.
궁금한 점이 있습니다.
미트라 가격이 내려오면 레전드리 잠재 주문서를 사용해서 직작하는 게 괜찮을까요?
현재는 똥블렘 유니크 공9% 정도에서 일단 멈춰도 될까요? (에디셔널은 생각 없습니다.)
칠흑 세트를 생각 중인데, 거공 27% 깡통을 사서 17성 주문서 + 챌섭 재화로 육성하는 건 비효율일까요?
9/6/6 여명 매물을 구매해서 17성 주문서를 사용하는 방식이 가성비가 괜찮은 편인가요?
혹시 제가 생각하는 방향에서 비효율적인 부분이나 더 좋은 투자 순서가 있다면 조언 부탁드립니다.",https://www.inven.co.kr/board/maple/2300/358152
이번 미라클에 미트라 직작 하는거 괜찮나요?,,2026-06-26 15:05,"이번에 미라클 때 에디셔널만 레전드로 등업 시키려고 합니다.
옵션 뽑을 정도의 메소는 없고 그냥 레전만 올려둘까 해서요
메잘알 분들 의견을 듣고 싶습니다.",https://www.inven.co.kr/board/maple/2300/358151
챌섭에서 생성한 닉은 못파나요?,,2026-06-26 14:46,"뉴네임옥션 공지보니까
캐릭터 생성으로부터 3개월이 지나야 팔 수 있다는 것 같은데..",https://www.inven.co.kr/board/maple/2300/358150
챌섭 뉴비 이번 선데이 질문 몇개만 답장 해주실분!,,2026-06-26 14:42,"현재 제 상태입니다.
트왈마 , 데브펜 , 가엔링에 17성 주문서 사용했고 연합코인 모아서 천천히 유에로 맞춰서 2줄 1.5줄 맞춰줄 생각입니다.
1. 선데이가 미라클 이던데 제가 직접 올릴만한게 있을까요? ( 이터널 플레임링 유니크->레전 ? )
ㄴ 이벤트링 4개중에 3개는 지금 드랍 한줄씩 뽑아 놨습니다!
2. 에스텔라나 분자벨 유니크2줄 같은거 싸게 사와서 에디 레어 달고 마10 달아준다음에 샤타때 18성 달아주고 쓰는건 어떤가요??
3. 여명장신구 놀긍혼 떡작을 한건데 카르마프악마로 다시 작하는게 나을까요?
4. 아니면 다 제쳐두고 메획템 한줄짜리라도 좀 싸게 가져올까요?
ㄴ 2교대라 쉬는날에 사냥 3-4시간정도 합니다!
ㄴ 현재 장신구는 드랍3줄입니다!
고민거리는 이정도 인데 답변 해주시면 감사합니다!",https://www.inven.co.kr/board/maple/2300/358149
드메는 언제 제일 싼가요??,,2026-06-26 14:13,"썬데이떄 제일 싸다는 말도있고
며칠 지나야된다는 말도 있는데
뭐가 정배인가요....?ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358147
레유 미트라 마마인 뎀마마인데,Moonc3906,2026-06-26 14:13,"레유 미트라 마마인 뎀마마인데 에디가 969면 얼마정도 하려나요. 110억정도 쓴거같은데.. 그냥 적당한 가격 맞겠죠?
1. 팔고 쌍레 사서 애완한다.
2. 그냥 쓴다.
목표는 7만정도",https://www.inven.co.kr/board/maple/2300/358146
메린이 미트라 세트악세 추천좀해주세요,ilovetov,2026-06-26 14:06,"4여명 17성 유닉직작했습니다
지금 기본템쓰는게 벨트랑 이벤링 눈장식인데
어떤거사는게 좋을까요? 산다면17성 15퍼? 아니면 직작? 갖가좋을까요",https://www.inven.co.kr/board/maple/2300/358145
갑자기 메소가 생겼는데 챌섭 뉴비 템세팅 질문입니다,Leggiero,2026-06-26 13:59,"예전 닉네임 옮기려고 옥션이용하다가 얘가 팔리는 변수가 생겨가지고...ㅋㅋ (제 기준 비싸게 올렸는데 팔렸어요..)
여튼 메소마켓으로 보니까 150억정도 나오는데 어떻게 쓰는게 좋을지 전혀 모르겠어서 질문올립니다
이벤트 이용해서 지금까지 해놨던것들입니다 (도전자랑 기본 보스장신구 제외하고)
얘네 둘은 코인 더 먹으면 유닠잠재, 에디에픽 주문서 달아주려고하구요, 스타포스는 챌코인샵에서 샀습니다
3만점 레잠은 하트에 썼어요.
150억으로 뭐뭐 해야할까요?? 과금 계획이나 이런건 없습니다!
직업은 에반이고 현재 투력 3300만 정도 나와요!",https://www.inven.co.kr/board/maple/2300/358144
