title,author,datetime,content,url
잠재능력 어떤게 좋은건지 알려주십쇼,암살마니아,2026-06-28 19:57,"챌섭 아크고 방무 현재 97%입니다
방무가 너무 높은거 같은데 넘어가도 괜찬을까요?",https://www.inven.co.kr/board/maple/2300/358378
블루베리 농장 마리수 얼마나됨?,Mipurl,2026-06-28 19:45,옛날에 메카베리는 원격으로 하니까 1만 마리 넘어서 개 손해봤는데 블루베리도 마리수 1만 넘음?,https://www.inven.co.kr/board/maple/2300/358377
뉴비 직업 데슬 이랑 캡틴,하이야히,2026-06-28 19:38,"안녕하세요!
이번에 맨땅으로 챌섭 복귀하려는 늅늅입니다!
데슬하고 캡틴 두가지가 엄청 끌리는데 고르질 못하겠어요ㅠㅠ
메고수님들은 둘중에 하나를 추천하자면 어떤걸 추천하시나요?!
(둘다 살짝 나사빠진?거라는건 유튜브에서 보긴했는데 그래도 끌리네요!)",https://www.inven.co.kr/board/maple/2300/358376
잠재 등업 큐브있자나요,참치김빰,2026-06-28 19:32,"메멘토 골큡 으로 등업잘되나요??ㅜㅜ
메소는6억있긴한데.. 보조랑 엠블 등업시키려합니다
그리고 이벤링은 이벤링 전용골큡으로 등업 올리나요??",https://www.inven.co.kr/board/maple/2300/358375
혹시 챌섭 진라벨 경험치 코디템 4부위 다 사는거 어떻게 생각하시나요?,강윤슬,2026-06-28 19:07,"안녕하세요 메이플 시작한지
이제 12일된 뉴비입니다
3개월동안 추가 경험치 100퍼가 좋아보여서
구매하려고 하는데
첨에 패키지로 나왔을때보다
가격이 너무 비싸서요
목표는 챌섭 끝날때까지 쭉 달려서
285찍는겁니당",https://www.inven.co.kr/board/maple/2300/358373
도미 질문드립니다,홍갱이,2026-06-28 18:55,"이 도미 얼마에 팔아야 팔릴까요?
별값, 잠재값, 가횟만 보면요!
힘퍼떴으면 썼을텐데... 왜 하필 럭퍼 ㅠ
그냥 돌리는 건 오바죠..?",https://www.inven.co.kr/board/maple/2300/358371
직업 선택 도와주세요,Icecur,2026-06-28 18:53,"이번에 처음 시작해보려하는 뉴비이고
블래스터와 아크가 가장 멋있고 끌려서 둘중에 고민입니다.
다른건 딱히 끌리지 않습니다.",https://www.inven.co.kr/board/maple/2300/358370
이게 무슨 소리인가요??,Funnn,2026-06-28 18:34,"어떤 분 챌섭 6주 계획? 이런거 보고 있는데
2주차에 하드 검밑솔  + 노멀 메이린 + 하드 검마 2인
3주차에 하드 검마(솔로)
라는데 검마는 월간 보스 아닌가요??",https://www.inven.co.kr/board/maple/2300/358369
야누스 강화 질문,밥버거0121,2026-06-28 18:32,"솔 야누스 20렙 강화권에 대해서 질문이 있습니다
챌린저 달성후 받을 수 있는 20렙 강화권에 사용기한이 있나요?
3석펫과 30누스 달성이 목표입니다
우선 자석펫을 사려고 돈을 모으고있는데 강화권에 사용기한이 있다면 지금부터 천천히 22레벨을 찍은 다음 강화권을 쓰고 기한이 없다면 우선 3석펫을 살때까지 돈을 모은다음 강화를 진행하고싶습니다",https://www.inven.co.kr/board/maple/2300/358368
메린이 드메템 질문,,2026-06-28 18:30,드메템이 지금 이벤링 한개밖에없는데 목걸이나 눈장식 깡통사서 유잠발라서 레전등업 노려서 드메템 만들어도 괜찮나요 20억정도있어요,https://www.inven.co.kr/board/maple/2300/358367
메린이 템 시세,메이플짱,2026-06-28 18:22,둘다 17성이에요 팔려고 하는데,https://www.inven.co.kr/board/maple/2300/358366
레테로 노멀 메이린 잡으려면 투력 얼마나 필요한가요?,아빠가이상해,2026-06-28 18:16,"지금 보니까 포뻥 없는거 고려한 체력이 160조 정도 되는거 같던데
다들 투력 몇 정도에 잡으셨나요?",https://www.inven.co.kr/board/maple/2300/358365
스펙터블래스트 경험치 보상 관련,러브레시피,2026-06-28 18:16,"레벨이 높을수록 보상 효율이 좋아지는 건가요?
즉, 레벨 비례 보상일까요?
경험치 통에 비례한 보상이면 주마다 가장 늦게 수요일마다 하는 것이 이득일까요?",https://www.inven.co.kr/board/maple/2300/358364
얼마정도할까요??,수로넹,2026-06-28 17:59,금액좀알수있을까요?,https://www.inven.co.kr/board/maple/2300/358362
혹시 썬데이메이플 다음주에도 또하나요??,나는노딜,2026-06-28 17:53,"어빌리티 돌리다가 포인트 다썼는데 원하는게 안떠서 망했거든요...
담주 챌린저스 패스 보상으로 명성치 주던데 그거 아껴놨다가 이이벤트 또하면 할까 하는데
다음주 일요일에도 또하나용'??",https://www.inven.co.kr/board/maple/2300/358361
헥사 떡작 574면 마저 할까요 아님 선데이 기다릴까요,,2026-06-28 17:52,"환산 사이트 보면서 헥사코어업 중인데 곧 헥사 2 떡작차례인데 아직 헥사1이 574라 선데이를 기다리고 한방에 1,2 끝낼지 아님 1은 지금 20렙 달리되, 헥사2를 메인 5렙 찍힐때까지만 작을 할까요",https://www.inven.co.kr/board/maple/2300/358360
언더컨하트 살려는데 골라주실분 계실까요?,도루자,2026-06-28 17:33,"지금 보고있는하트가 이정도인데 노관세매물중 유저분들이라면 어떤걸 사실꺼같나요?
1. 480억
2. 530억
3. 500억
4. 550억",https://www.inven.co.kr/board/maple/2300/358359
메이플 친구찾기같은 글 올릴수있는곳 따로 없나요??,,2026-06-28 17:31,"요번에 챌섭열려서 다시 메이플 시작해서 지인들이랑 챌4섭에서 하다가 지인분들 접거나 바빠서 계속혼자하다보니 너무 심심해서 같이할분 찾아볼려고 인벤왔는데 길드/친구찾기 글올릴려면 인벤 10레벨이여야되서 꾸준히 출석이랑 마블하는데도 오래걸려서 혹시 따로 메이플 같이 할사람 찾을수있는 사이트가있을까요?..
계속 혼자하니 너무 심심하기도하고 모르는게 많은데 물어볼 지인도없고.. 메린이 도와주세요..ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358358
뉴비 챌섭 템 구매,Shyose,2026-06-28 17:04,"안녕하세요 뉴비 썬콜입니다
60억 정도 있는데 엠블 보조 유니크 유효 1줄인데 이걸로 보조 하나 사는게 좋을까요?",https://www.inven.co.kr/board/maple/2300/358356
15일 정지인데 이러면 챌린저 힘든가,닝겐0101,2026-06-28 16:34,"한줄로 정리하자면 다른게임 하는게 있어서 창 넘어갔다가 바꿨다가 하다가 까먹고 실수로 오토핫키 켜진채로 사냥 몇분 했는데
비정상적인 기록 감지로 15일 정지먹었음
계산해보니까 일수로는 15일이고
이번주 주간은 다행히 다 끝내놔서 주간퀘 1주정도 통으로 날리는것같은데
일단 코인샵부터 보면
울티마 4000코인 날라가고
카에에잠이랑 카유잠은 다 사지는데
15일 출석을 못해버리니까 큰건 17성 스크롤 하나랑 상급경험치 6000개, ~279 비약 하나 날라감
(확인해보고 굳이 복구해야되면 복구할듯)
솔에르다랑 조각 좀 날라가고
아버랑 제네시스 해방 1주치정도 밀릴거고
심볼 15일치 밀릴거고
애픽던전이랑 스펙터, 몬파 1주치 날아가고
패스 일주일정도 밀려서 찍히고
요정도고
276에서 정지당했는데
타격 많이 크려나
챌린저는 가능하겠지?",https://www.inven.co.kr/board/maple/2300/358354
해방 질문 ㅠ,디디냐냐뿌,2026-06-28 16:26,"이번주에 검마솔플 및 검밑솔 솔플하고
퀘스트진행도가 데미안퀘에 975/1000인데
다음주 7.2에 해방가능한건가요?.....
총3025개가 필요한거같은데 잘 몰라서 물어봐요 !!!",https://www.inven.co.kr/board/maple/2300/358353
보스전에 아바타 나오는거 끄는방법 있나요?,바이즈리,2026-06-28 16:24,"이 알림 못끄나요?
이게 패턴 가려서 너무 거슬려요",https://www.inven.co.kr/board/maple/2300/358352
태블릿으로 넥슨링크 사용하는분들 궁금해요~,그냥빵돌이,2026-06-28 16:18,"온누리 환급해주는김에 갤탭하나살려고하는데
s10fe+
s11
이렇게 둘 고민중입니다.
s10fe+가 화면이 커서 땡기는데, 성능은 좀 딸리는거같아서 고민이네요!
사용하시는 모델 사양따라서 버벅임이는거 있을까요? 휴대폰으로했을땐 그냥저냥 할만했어요.",https://www.inven.co.kr/board/maple/2300/358351
뉴비 사고쳤는데 이럴때 어떻게해요 ? (보스 보상),안녕ㅋㅋㅋㅋ,2026-06-28 15:32,"안녕하세요...
너무 오랜만에 공팟짜서 가가지고 어떻게 보상나누는지 기억이 안나서 이런 일이 생겼습니다..
챌2섭 검마 하드 4인 공팟으로 갔고, 제가 파장이었습니다.
어찌저찌 클리어하고 보상방에서 제가 상자를 깠는데, 창뱃은 안나왔구요, 일반보상들만 드랍됐습니다.
파티원 분들은 왼쪽으로 벽에 붙어서 블링크 준비하신거같았는데,
여러가지 기억들이 섞여가지고 생각을 잘못해서 일반보상들을 다 주워먹어버렸어요...
그리고나서 파티원분들이 블링크안하시냐 물어보시고, 자기들은 괜찮다고 말하고 떠나셨는데 마음이 불편하네요.
금전적인 가치로는 어느정도 나오나요? 퀵으로라도 보내드리려구요 ...
XX키링 님
XX고 님
XXTi 님
죄송합니다 ㅠㅠㅠㅠ",https://www.inven.co.kr/board/maple/2300/358346
8만 초중반 목표 스펙업 가이드 질문드립니다,축구미,2026-06-28 15:07,"안녕하세요 8만 초중반 목표로 스펙업중입니다
21여명 3부위(데브,가엔,에스텔라)를 22성으로 교체하려 했는데
신직업이랑 챌섭영향으로 너무비싸졌더라구요 일단은 헥사강화를 조금씩하는중인데
스펙업 우선순위(가성비)를 어떻게 가져가면 좋을까요??
직작 해볼만한 것도 있으면 추천부탁드립니다",https://www.inven.co.kr/board/maple/2300/358345
닉네임 살까?,,2026-06-28 14:43,치킨 두번 안먹고 닉 살까 고민중,https://www.inven.co.kr/board/maple/2300/358344
(템세팅 조언) 템을 너무 중구난방으로 맞춰서 어디서부터 손봐야 할지 모르겠습니다. 도와주세요,송명호,2026-06-28 14:43,"안녕하세요 현재 챌린저스 서버에서 280레벨 제로 육성하고 있습니다.
템을 아무생각 없이 블빈마, 골클벨 제외하고 직작을 하고 갑자기 크주 장갑이 좋다하여 에테가 좋다고 하여 에테 만들고 칠흑 만들고 싶어져서 칠흑을 만드니 템을 전체로 봤을때 현재 환산이랑도 뭔가 안맞는거 같고 어디서 부터 고쳐야 될지도 잘 모르겠습니다. 도와주세요....
단기로 300억 정도 생각 중입니다. 그 이후는 천천히 할거 같아요
(엠블렘은 200억 무과금 해서 나오는 화에큐 박으면서 그대로 쓸거 같습니다!)
참고로 7월 2일 해방입니다
칠흑이나 에테를
팔고 다른부위를 업그레이드 해야할 지 아니면 기존 템들을 업그레이드 할지 에테를 더 살지 정말 고민됩니다...",https://www.inven.co.kr/board/maple/2300/358343
챌 3만점 보상,애쉬보x,2026-06-28 14:26,"블큐 받은거 어디 쓰는게 좋을까여
전 엠블에 바를려고 하는데 다른 좋은거 있으면 알려주세요",https://www.inven.co.kr/board/maple/2300/358342
보조 구매 질문있습니다,,2026-06-28 14:22,"현재 저의 아이템 상황입니다 보조를 구매하려고 했는데 깡레전 16억 제가 쓰고있는 옵션보다 좋은 것들은 30억이 넘습니다 그래도 구매 가치가 있을까요?
) +페어리 하트에 카유잠 or 카레잠을 발라줄까요 아님 이번 미라클때 그냥 돈써서 유니크만 찍어놓을까요?",https://www.inven.co.kr/board/maple/2300/358341
메린이 템세팅 간단 질문점,,2026-06-28 14:19,"150억메소로 시작하고 추가 과금은 없음
어느정도 수준의 스펙으로 맞춰야함??..
1. 3흙테르 5케인으로 가는게 맞음?
2. 부위별 금액대는 5억 언더수준으로 잡는게 맞음?
욕심은 없습니다 150억 수준에 맞게 템세팅해서 즐길거임
직업은 썬콜이고 내실없는 깡계정 유니온1000따리",https://www.inven.co.kr/board/maple/2300/358340
검마 배율 400퍼 나오는데,Issuemakerr,2026-06-28 14:08,"극싸튀로 깰수있음?? 윈브임
포뻥은 못받고 최소 포스는 맞춤",https://www.inven.co.kr/board/maple/2300/358339
검밑솔 돌이 정도로만 할려는데 스펙을 어느정도 잡아야하나요,안녕용가뤼,2026-06-28 14:08,작년 렌 출시때 챌섭하다 리프한 캐릭인데 검밑솔 정도로만 스펙맞추고 나중에 점차 업글해나가는 식으로 하고싶어서 세팅을 어느정도로 하는게 좋을까요 검밑솔 다도는데 1시간이여도 상관없고 돈은 적게 쓰더라도 쾌적하게까진 아니여도 적당히 깰 수 있는 스펙까진 맞추고 싶습니다,https://www.inven.co.kr/board/maple/2300/358338
작 관련해서 질문해 봅니다,Wjddd,2026-06-28 13:55,현재 이걸 끼고있는데 작이 무슨작이 된지 모르겠더군요 그냥 밀고 놀긍 떡작하는게 좋을까요?,https://www.inven.co.kr/board/maple/2300/358337
보스파티구하는곳 어디서 보면 되나요?,,2026-06-28 13:38,"검마 파티 구해서 트라이좀 해볼까 하는데
검색해보니 '츄츄지지'란곳도 있고 하던데 혹시 제일 활성화 되어있는 곳이 어디인가요?",https://www.inven.co.kr/board/maple/2300/358336
미트라 에디 여기서 멈추는게 나을까여??,데딜,2026-06-28 13:33,"안녕하세여 화에큐 한 40개정도 써서 등업못하고 두 줄만 띄어논 상태입니다.
여기서 화에큐 더 수급해서 돌리는건 별롤까여?? 첼섭코인이랑 마스터보상으로 땡길 순 있습니다.",https://www.inven.co.kr/board/maple/2300/358335
에디는 등업 확률이 더 낮나요??,나발부는꼬맹,2026-06-28 13:32,"에디 레어에서 에픽 가는데 브론즈큐브 한 300~400개 넣었는데 하나도 등업이 안됐어요;, 이게 맞는건가요..;; 잠재랑 확률이 다른가요??",https://www.inven.co.kr/board/maple/2300/358334
토드 관련해서 질문드립니다,Wjddd,2026-06-28 13:28,매커를 데브펜에 토드를 할려하는데 장비전승을 누르니 매커네이터가 뜨질않더군요. 현재 매커네이터는 스타포스1성에 윗잠아랫잠 에픽이고 데브펜은 윗잠만 레어로 발려있는상태입니다. 무슨이유 때문인지 알수있나요?,https://www.inven.co.kr/board/maple/2300/358333
뉴비기준으로 해방하면,돌돌이리,2026-06-28 13:28,제네패스 산 기준으로 몇주정도 걸릴까요? 지금 보스 전투력은 2060만입니다 노말 듄켈까지 잡았어요,https://www.inven.co.kr/board/maple/2300/358332
보마 블랙보조 등업 고민,헤헿입니다,2026-06-28 13:16,"카레잠 한장은 페하에 쓰려고 합니다
챌린저목표인데 지금 템 가격이 미친거같아 천천히 하려고하는데 블랙보조 레전 등업 후 블큐로 두줄 뽑아서
레2줄 에픽1줄 쓰다가 난제 사먹는거 어떤가요 ?
아님 검밑솔은 그냥 넉넉한데 더 존버할까요 ??",https://www.inven.co.kr/board/maple/2300/358331
템 스펙업을 어케 해야하지 모르겠어요,,2026-06-28 12:47,"레테로 복귀해서 열심히 달리고 있는데
지급된 보스장신구를 어떤식으로 바꿔가야할지 모르겠어요
조언 부탁드립니다 ㅠㅠ 항상 여기가 막막해요",https://www.inven.co.kr/board/maple/2300/358327
형들  이거 살만할까?,아잉잉조아,2026-06-28 12:21,지금 스카니아에서 제로 키우고있습니다 에테 쿨뚝 관세 6000원 33억 내고 살만 할까요?,https://www.inven.co.kr/board/maple/2300/358326
시세 전문가님들 도와주세요,메이플유저3,2026-06-28 12:17,제가 쓰기에 오버스펙이라 파려하는데 얼마에 팔지 감도 안옵니다 ㅜㅜ 에디는 전승템으로 값어치가 있을까요? 시세 박사님들 도와주세요,https://www.inven.co.kr/board/maple/2300/358325
챌섭 복귀 메린이 질문 부탁드립니다..,상랑,2026-06-28 11:47,"윗잠 천장찍을거 같아서 마깃안 깡통사서 유잠바르고 돌리다 저렇게 나와서 멈췄고, 메소
천장으로
팬던트 레전
찍고 스펙 다운한 다음 머리 뜨거워서 화에큐 박았더니 저렇게 됐습니다..
다이아 보상 화에큐는 다썼고, 상급 챌린저스 코인 화에큐 20개는 아직 남았고, 메소는 거의 없는 상태입니다
일단 다음 주에 해방은 확정이긴 한데 냅뒀다가 한 달 뒤에 손절해야 하는지, 아니면 최소 2줄은 띄워야 하는지
미칠거 같아서 글 올려봅니다.. ㅜㅜ",https://www.inven.co.kr/board/maple/2300/358323
미라클 챌섭 레전만 만들고 파는게 이득이겠죠?,밍스비,2026-06-28 11:10,두개 쌍레 보내놧는데,https://www.inven.co.kr/board/maple/2300/358322
뉴비 이거 오리진 버그인가요???,주주주132,2026-06-28 10:02,오리진만 사용하면 보스때 소리가 너무 줄어드는데... 몰입이 너무 깨지네요 ㅠㅠ 보스 치는 거는 재밌는데 이거 왜이럴까요?? 저만 이러는 건가요 아니면 원래 이런가요??,https://www.inven.co.kr/board/maple/2300/358321
환산주스텟 솔플여유컷 질문,,2026-06-28 09:32,"환산주스텟에서 솔플여유컷 220퍼 정도인데 첫 극딜(오리진 포함) 9퍼정도 깎는게 맞나요?
여유컷인데 20분 풀로 쳐야 잡을거 같던데 버프가 부족한건가요? 반빨별 이런건 무조건 들어가서 여유컷으로 뜨는건가...",https://www.inven.co.kr/board/maple/2300/358319
챌섭 뉴비 스펙업 고민좀 도와주세요!,밭점례,2026-06-28 09:32,"지금 현재템인데 30억들고 있어요
피도미 버리고 직작을 할까요 아님 돈 더 모아서 미트라를 살까요?",https://www.inven.co.kr/board/maple/2300/358318
메린이 질문 있습니다!,고수가돠고싶,2026-06-28 09:24,지금 챌섭에서 한 200억정도 현질해서 템세팅 하려고 하는데 칠흑 여명이 많이 비싸졌다는 얘기가 많아서 어차피 해야하는 에테르넬 먼저 맞추는거는 별로인가요?? 에테도 지금 비싼 편인가요?,https://www.inven.co.kr/board/maple/2300/358317
메린이 어빌 질문 있워요!!!,무병,2026-06-28 09:15,"안녕하세요 선생님들 챌섭 메린이입니다.
직
업은 아크이고 재보상 쓰는 걸로 알고 있습니다.
보스 : 재사용/보공/상추뎀,
사냥 : 메획/아드/일몹뎀 타겟한다고 했을 때
현재 어빌
프리셋 1 : 레전 재사용 20% / 에픽 공 12 / 에픽 상추뎀 5%
프리셋 2 : 레전 메획 19% / 잡옵 / 잡옵
프리셋 3 : 레전 아드 20% / 유닉 일몹뎀 8% / 잡옵
남은 명성치 43만
이미 아드가 이벤링에 하나 있고 소재비, 쓸심, 민생드랍까지 하면 메소주머니 확정드랍율은 넘치는 상태라서 메획을 가져가고 싶은데 저 상황에서
보스/사냥 뭘 우선 맞춰줘야 할지, 어느 프리셋을 갈아야 할지 모르겠어서...
프리셋1번을 보스로, 2번을 사냥으로 우선적으로 쓰고
3번을 갈아서 메획/아드을 노려야 할까요?
만약 그렇다고 하면 유닉 일몹뎀을 잠그고 계속 돌리면 될까요? 아니면 그냥 다 돌려서 유닉 아드 후 첫줄 메획을 임시로 찾고 쓰다가 나중에 천천히 맞출까요?
프리셋3 일몹뎀 고정하고 돌리다가 아드 나왔는데 명성치 빨리는 게 너무 보여서 무작정 하다가는 이도저도 안 되겠다 싶어서 질문 드립니다.
감사합니다!!",https://www.inven.co.kr/board/maple/2300/358316
스펙업 순서 질문,삼다연,2026-06-28 08:57,"안녕하세요 챌섭 복귀 유저인데요. 스펙업 순서를 알려주시면 감사하겠습니다
직업은 은월입니다. 사실 보조 먼저 살려고 돈 모으고 있었는데 생각을 해보니 마약 하나 끝나기 전에 검마를 한 번 클리어 하는게 해방 일정을 당기는 데 있어 좋은 것 같기도 해서요. 원래대로 보조를 산다 혹은 눈장 벨트를 바꾼다 혹은 여명 별을 누른다 정도를 고를 수 있다고 생각을 하고 있습니다. 무슨 순서로 하는게 맞을까요 아님 그 외 선택지가 있을까요 현재 20억 정도 있습니다",https://www.inven.co.kr/board/maple/2300/358315
17성 주문서 사용처가 궁금해요,너희들의왕,2026-06-28 08:35,"40억 메소가량 들고있는데요 !!
3장의 17성을
가엔링[여명X] 여기엔 무조건 바를거구
트왈마,데브,스텔라,파풀마or블빈마 분자벨 ?
이중에 무엇을바를까요 ?
유튜브보면서 하고있는데도 어렵네요
미라클로 풀리는 템들중에
21% 유니크 3부위 구하 혼자 에디에픽까지 올릴꺼같아요
어느 장신구에 하는게 가장 좋을까 고민입니다.. !",https://www.inven.co.kr/board/maple/2300/358314
파티는 어디서 구하나요?ㅠ스카 검마 2인 팟 구해요..ㅠ,빠악꾸,2026-06-28 08:30,파티 모집하거나 확성기 밖에 없는거죠???,https://www.inven.co.kr/board/maple/2300/358313
미트라 에디,루미참모,2026-06-28 07:48,"아침에 에디 유닠이여서 레전보내볼까 하고 바로 등업되길래
옵션 뽑는다고 한 30만원 가량쓰고 마9 마9 뽑았는데
다음 주 해방인데 제네무기에 쓰는게 낫겟져..?
어차피 더 쓰면 개 손해 일거같아서 ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358312
보공이 없는데,로리슬비,2026-06-28 07:02,보조 이거쓰다가 돈모이는대로 바로 레전보조로 사는게 현명할까요? 보스퍼센트는 높은데 미숙한것도있어서 타임아웃되는경우가있어서요,https://www.inven.co.kr/board/maple/2300/358311
메린이 스펙업 질문드립니다 여명4셋완,Como90,2026-06-28 06:57,,https://www.inven.co.kr/board/maple/2300/358310
메멘토 브론즈 에디셔널 큐브 질문,복희수,2026-06-28 06:46,이거 왜 사용이 안되는지 아시는분 계실까요?,https://www.inven.co.kr/board/maple/2300/358307
지금 미트라 노작 얼마인가요??,소변은앉아서,2026-06-28 05:23,"근무중이라 ㅠㅠㅠ
퇴근하고 미라클이라 궁수 엠블돌려보려는데 너무 비씨더라구요 지금은 좀 싸졌을까요?",https://www.inven.co.kr/board/maple/2300/358306
레테 퀘스트 문의,아아나오네요,2026-06-28 05:00,"다른 캐릭 키우느라 일단 본섭에 레테 250작 했는데
이지 루시드까지ㅜ클리어하려면 템을 사서 맞춰여하나요…?
조언 해주실분 ㅠㅠㅠ",https://www.inven.co.kr/board/maple/2300/358305
에테 상의 쌍레 18성 올올올,메이플유저3,2026-06-28 04:34,"제가 화에큐 쓸 때 없어서 쓰고 있던 18성 에테에 계속 쓰다가 올올올이 떴는데 이런건 오버스펙이라 파려하는데
시세
가 어떻게 될까요",https://www.inven.co.kr/board/maple/2300/358304
레전잠 한장 어따써야될까요?,곰자주,2026-06-28 03:40,"무기는 고정이고 하나를 어따 써야될 지 모르겟습니다
보조나 엠블렘은 유니크 공2줄씩 띄웠고 하트는 유니크24퍼가 떠버려서 쓸 곳이 마땅히 없는데
그냥 파는게 나을까요 아님 미분 거품 빠질때까지 기다렸다가 짬통으로 쓰는게 좋을까요",https://www.inven.co.kr/board/maple/2300/358303
메메 데브펜 25억에 주웠는데 나름 잘 산거 맞죠?,Seub,2026-06-28 03:37,ㅈㄱㄴ,https://www.inven.co.kr/board/maple/2300/358302
템 둘 중에 뭐가 좋을까요,,2026-06-28 03:09,"각각 21, 20억 인데 살만할까요
챌섭입니다",https://www.inven.co.kr/board/maple/2300/358301
메린이 미라클에 메소 다 박았는데 조언좀..,Funnn,2026-06-28 02:32,"블큐 40개, 화에큐 7개, 170억 메소 써서
30억메소 >> 명훈 사서 어빌작 보뎀20 상추7 마21
나머지 다 템에 던져서
가엔링 에픽레어 잡옵 > 에픽 인트15퍼 에픽 마력 21
트왈마 에픽레어 잡옵 > 레전 올15퍼 에픽 마력21 인트10
에스텔라 에픽레어 잡옵 > 유닠 인트15퍼 레전 올10퍼
데브펜 에픽레어 잡옵 > 유닠 인트12퍼 럭9퍼 유닠 인트6퍼 마력11
블랙 보조 레전 마력12퍼 에픽 잡옵 > 레전 보뎀 65퍼 유닠 마력9퍼
똥블렘 유닠레어 잡옵 > 레전 마력 21퍼 유닠 마력9퍼 인트 6퍼
페어리하트 유닠에픽 잡옵 > 유닠 인트12퍼 유닠 인트 13퍼
썬콜인데 뉴비 가지고 있던 전재산 다 박아서 했는데 잘쓴거임...?
뭔가 삘타가지고 계속 눌렀는데 전재산 다 탕진하니까 이게 맞나 싶어서 그럼..
이것들 가지고 챌까지 가는데 괜찮을꺼 같음?? 아님 새로 사는게 나을만한게 있음??",https://www.inven.co.kr/board/maple/2300/358298
심볼 현상금 주화 상점으로 땡기는건 별론가요?,깡으로버텨라,2026-06-28 02:29,현상금 주화 상점에서 심볼 선택권 29개 살수있는데 경치 4배 쿠폰 다 샀고 이외에 혹시 사야하는 중요한 템 있을까요?? 남은 걸로  다 사면 심볼 6종 17>18 가능한데 좀 그렇겠죠...? ? 검마 트라이 가고 싶은데 심볼 업글 해야하는 거 같아서 고민됩니다,https://www.inven.co.kr/board/maple/2300/358297
본메 챌섭 하는데 궁금헌것좀..,키위향발냄새,2026-06-28 02:15,매린이 난생 처음 본메 첼섭 하는데 중간에 겹사 박는 사람이 많더러구요. 본메는 겹사 박아도 괜찮나요??,https://www.inven.co.kr/board/maple/2300/358296
메린이 질문이여,호베니야,2026-06-28 01:57,"이번주 모은 메소
미라클 이벤트에 주스텟 6% 올리려고 돈쓰는것보다
어센틱 심볼 사서 주스텟 올리는게 더 싸게 먹히는데
이벤트에 흔들리지말고 심볼사는게 맞겠죠..?",https://www.inven.co.kr/board/maple/2300/358294
노작 아케인 해적 쌍크뎀 장갑 시세 얼마정도 할까요,개랄스트,2026-06-28 01:50,팔려고 봐도 매물도 없고 시세탭에도 마땅하게 맞는게 없네요 얼마 정도면 적당할까요 진짜 그냥 추옵 140급 정도에 쌍크뎀만 달려있습니다,https://www.inven.co.kr/board/maple/2300/358293
몬파 핸즈가 안 되는데,,2026-06-28 01:44,"챌섭 캐릭 몬파핸즈 돌리려는데
캐릭터정보를 어쩌구 이게 접속종료한지 한시간이 넘었는데도
계속 뜨고있는데 이거 해결법 있나요 ㅜㅜ",https://www.inven.co.kr/board/maple/2300/358292
지금 미라클이던데 보조 레전노려봐도 괜찮나요,,2026-06-28 01:37,"엠블은 이미 미트라 레전해놔서 19억정도 있는걸로 보조 유닠 > 레전 돌려볼려는데 괜찮나요
나머지 여명이나 에디 에픽작은 다 했어요",https://www.inven.co.kr/board/maple/2300/358291
해방하면 무기 렙제 몇인가요??,깟님,2026-06-28 01:31,"이제 퀘스트 받고 하고있는데
나중에 해방하면 17성 주문서 발라지나요??
쓸 곳들을 정해야 해서..",https://www.inven.co.kr/board/maple/2300/358290
뉴비 미라클 하다가 운좋게 과분한 옵션이 떳는데요,,2026-06-28 01:05,"한 30억
한 40억정도 사용 해서 만든거같은데 팔고 제 수준에 맞는 보조를 살까여 아니면 꾸준히 화에큐 돌리면서 제가 쓸까요...? 지금 약간 깃펜 거품잇는거같아서 마15 블랙보조로 살면서 이거 팔고 메소 버는것도 나아보이는뎅",https://www.inven.co.kr/board/maple/2300/358287
어빌리티 재설정 질문 드립니다,,2026-06-28 00:55,"안녕하세요 제 검색 능력 부족으로
어빌리티 세팅 관련 원하는 답변을 찾을 수 없어
선생님들께 문의드립니다
어빌리티 설정 중 첫째 줄을 레전으로 올린 후 둘째 줄 유효가 떠서 잠갔고 셋째 줄을 유니크 유효로 뽑는 중 이였는데요
첫째 줄에서 레전 유효가 떠버렸습니다 이럴 경우 둘째줄을 잠그고 첫째줄이 유효지만 첫째, 셋째 같이 새로 돌려서
세번째를 유니크 유효로 뽑고 난뒤에 첫째줄 유효를 뽑아야 하는지
첫째, 둘째줄 잠근후 셋째줄 유니크 유효를 찾아야 할지 확실하게 몰라서 문의 드립니다.
아래는 참조한 표입니다.
https://maplestory.nexon.com/Guide/OtherProbability/ability/reputevalue
구분
에픽 등급
유니크 등급
레전드리 등급
첫 번째 옵션
에픽
100.00%
유니크
100.00%
레전드리
100.00%
두 번째 옵션 및
세 번째 옵션
레어
100.00%
에픽
30.00%
유니크
15.00%
레어
70.00%
에픽
85.00%",https://www.inven.co.kr/board/maple/2300/358286
블랙보조에 골드 큐브 20개 정도 써도 될까요?,,2026-06-28 00:36,이번 미라클 타임으로 운좋게 레전을 가서 유효 두 줄만 띄워서 쓸려고 하는데 골드 큐브 20개 정도 투자해도 될까요? 그리고 남은 30개랑 앞으로 얻을 수 있는 큐브들은 나중에 해방무기에 쓸려고 합니다,https://www.inven.co.kr/board/maple/2300/358284
