title,category,views,question_intent
복귀뉴비 5석펫 개오바겠죠?,아이템,963,가능·적정성
천천히 챌 가려하는 뉴비 검마 질문,몬스터,713,선택·추천
챌섭 뉴비 프펫공 프악공 질문,아이템,4273,기타 질문
뉴비 챌섭 자석펫 팔기 vs 쓰기,아이템,717,선택·추천
하드 메이린 잡고싶은 뉴비 템셋 조언 부탁드립니다.,아이템,542,가격·시세
메린이입니다. 훈수를 부탁합니다.,아이템,494,우선순위
안녕하세요 시즌4 복귀 유저 본섭 카데나 세팅 조언 주실 분,아이템,514,우선순위
"뉴비 악세 뭐 사야되는지 알려줄 선생님,,",아이템,448,문제 해결
안녕하세요 뉴비입니다 하버 렌 280까지 키웠는데 레테,직업,709,방법·공략
아버 끝나고 방어구,아이템,1096,선택·추천
뉴비 챌린저까지 템세팅 질문!,아이템,753,가격·시세
도박성공한 뉴비 질문있습니다,아이템,1283,가격·시세
제네시스 패스 질문좀요,아이템,521,기타 질문
뉴비 몇가지 질문좀 드려여,기타,472,가능·적정성
레테 메이플 뉴비 어빌리티 재설정 질문,직업,553,가능·적정성
뉴비 헥사스텟 질문있습니다,기타,589,우선순위
복귀 유저 해방전 아케인 무기좀,아이템,497,기타 질문
뉴비 어빌리티 질문이있어요,기타,660,우선순위
"복귀유저 템세팅 방향성 질문합니다,..",아이템,621,우선순위
뉴비 골클벨좀 봐주..,아이템,813,가능·적정성
주흔작? 이번 유입입니다,아이템,614,문제 해결
뉴비템세팅 상담신청! (feat. 이게 좋데! 하고 사려고 하면 비쌈주의ㅠ),아이템,608,우선순위
챌섭 3일차 뉴비입니다. 200억으로 드메탬 부터 살까요?,아이템,691,선택·추천
스펙터블래스트 보상질문이요,아이템,552,가능·적정성
플래닛 여기에 질문해도될까요? 뉴비 썬콜 템세팅 질문좀요 ㅠ,아이템,608,가격·시세
뉴비 아이템 질문,아이템,481,문제 해결
컴고수님들 메린이 게임 멈춤 질문드립니다,기타,439,우선순위
복귀뉴비 200레벨비약 질문이 있습니다,기타,620,가능·적정성
뉴비 잘 하고 있나 함 봐주세요,기타,632,우선순위
선생님들 드메 100/100이 가성비라고 배웠는데 풀도핑 기준이 맞나요?,아이템,1768,가격·시세
메린이 겨울챌섭 전 유니온 8000 질문있습니다!,기타,703,기타 질문
메린이 악세사리 주문작 질문 좀 드립니다.,아이템,613,문제 해결
뉴비 챌섭..보스,기타,574,기타 질문
헥환 5만에서 7~8만 목표로 하고 있는데 뭐부터 하면 좋을까요?,아이템,675,우선순위
뉴비) 헥사 떡작 질문,기타,705,방법·공략
뉴비 100억 메소 살 예정인데,아이템,2306,우선순위
선배님들 드메템관련해서 답변좀 부탁드려요 미리 감사드려요,아이템,725,가능·적정성
미트라 가격좀 봐조새요,아이템,792,가격·시세
챌섭 뉴비 270억으로 어느부위부터 바꿔야할까요?...,아이템,619,우선순위
메린이 지금 약간 막막한데..,아이템,1263,우선순위
[레테] 오늘 인생 첫 해방한 뉴비인데 추옵좀 봐주세여,아이템,658,기타 질문
뉴비 카레잠 소모처 질문,아이템,796,가능·적정성
챌섭뉴비 과금 질문,기타,703,가격·시세
어제 해방한 와헌 메린이입니다 해방큐브했는데,아이템,573,우선순위
챌섭에서 285렙 2개 키우려고 하는 메린이 입니다! 질문 있습니다,직업,699,선택·추천
혹시 뉴비스펙업좀 도와주실수있을까요 80억보유중입니,아이템,629,가능·적정성
뉴비 유챔용 직업 키워보려는데 라라 vs 일리움 vs 배메 세개중 추천좀여,직업,629,선택·추천
뉴비 스펙업 뭐 해야 하나요..?,아이템,765,가능·적정성
메이플 뉴비 ai한태 챌썹 물어봤는데 맞나요?,기타,650,선택·추천
뉴비 제네무기 뭐먼저 돌릴까요?,아이템,666,우선순위
템 진로 찐 최종 확인 제발 부탁드립니다,아이템,650,우선순위
뉴비 카레잠 질문 있어요,아이템,595,방법·공략
챌섭 뉴비.. 가고 있는 방향이 제대로 된 건지 모르겠어요,아이템,1014,우선순위
복귀 유저 질문있습니다!,직업,403,가격·시세
뉴비 메획템 어떻게 구해야할까요?,기타,639,우선순위
이번에 첫챌섭 시작한 뉴비 해방이후에 템세팅이 궁금해요 ㅇㅅㅠ,아이템,940,선택·추천
메린이 몽벨 시세질문,시세,661,가격·시세
이번 챌린저스 뉴비 입니다. 훼방퀘 흔적 질문 드립니다.,퀘스트,525,기타 질문
메소 다 파먹고도 재획 빨아도 이득인가영?,아이템,5533,가격·시세
오늘가입한 뉴비입니다..100억있는데.. 어떤거부터 스펙업할까요..?,아이템,979,선택·추천
법사 선배님들 템진로 도와주시면 감사하겠습니다,아이템,515,가능·적정성
안녕하세요 아케인단검 시세 질문드립니다,시세,514,가격·시세
뉴비 해방무기 옵션 질문입니다,아이템,961,기타 질문
렉 끊김현상 도와주실분..,기타,687,방법·공략
거탐횟수랑 룬 화살표 회전 여부,기타,722,선택·추천
뉴비 보조는 그냥 사는 게 낫나요??,아이템,889,우선순위
복귀유저인데 버닝비욘드 어디다가 줘야할까요?,직업,495,우선순위
뉴비 질문있습니다.,기타,421,기타 질문
챌섭 다이아 찍었는데요 하트질문,아이템,615,기타 질문
챌섭 뉴비인데 보스 연모로 좀 하다가 가는게 나을까요?,기타,507,기타 질문
챌 유입 뉴비 템은 이렇게 맞췄는데 다조?는 언제부터 써야하나요..,기타,808,기타 질문
너무 궁금해서 질문,기타,437,가능·적정성
뉴비 재획 경쿠 질문,기타,624,기타 질문
뉴비 서버 어디로가나요?,기타,876,기타 질문
안녕하세요 이번에 시작한 메린이 입니다,시세,771,기타 질문
신규  유저 입니다만.,기타,789,가능·적정성
도전자에 에테장갑,아이템,2159,기타 질문
검밑솔...,퀘스트,1835,우선순위
이번에 챌섭 시작해보려는 뉴비입니다.,직업,726,방법·공략
이번 첼섭 유입 렌입니다! 경매장 질문입니다,아이템,550,가격·시세
스카니아 VS 크로아,기타,815,선택·추천
형님들 질문좀요.,기타,468,기타 질문
뉴비템세팅 상담신청! (feat. 이게 좋데! 하고 사려고 하면 비쌈주의ㅠ),아이템,812,우선순위
복귀유저 탬 조언 부탁드립니다.,아이템,551,선택·추천
챌린저 노릴 수 있을까요,기타,975,가능·적정성
지금 장신구(여명) 가격이 많이 오른건가요..?,아이템,1951,가격·시세
뉴비 챌섭 레잠 사용처 및 미래 템세팅 조언 부탁드립니다,아이템,2067,선택·추천
재획할시간이 없으면 드메템 팔아요?,아이템,1057,우선순위
뉴비 하드세렌 질문드립니다,몬스터,596,가능·적정성
챌섭 뉴비 3석 vs 장비 뭐 먼저?,아이템,1020,선택·추천
챌섭 뉴비 세렌 질문 드려요,몬스터,569,방법·공략
챌섭 사냥,기타,773,우선순위
자석펫 팔기 vs 쓰기,아이템,2486,선택·추천
스펙업 방향성 질문드립니다.,아이템,752,가격·시세
메린이 아이템 진로 및 재획관련궁금합니당~!,기타,729,우선순위
2년만에 복귀했는데 템세팅 조언 부탁드립니다.,아이템,795,우선순위
무기를 사는게 맞을까요?,아이템,631,가능·적정성
뉴비 보조무기 질문 하나만 받아주십셔,아이템,568,선택·추천
챌린저스월드 뉴비 탬세팅 질문,아이템,460,우선순위
챌섭 리프 질문있습니다,기타,689,선택·추천
지난주에 시작한 뉴비 질문 드려봅니디,직업,642,가격·시세
메린이 하이퍼버닝 질문있습니다!,기타,517,기타 질문
뉴비 18에테 질문있습니다,아이템,834,가격·시세
요즘은 경뿌 고확으로 안하고 다르게 하나요?,기타,1595,기타 질문
메린이 템세팅 진로 질문드립니다 도와주세요,기타,524,우선순위
챌 뉴비 템세팅 질문!,아이템,608,가능·적정성
3주늦은뉴비 템진로 훈수 제발 부탁드립니다,아이템,818,선택·추천
뉴비 질문 솔 야누스 스킬 3번 쓸수있다매,기타,675,문제 해결
챌섭 사파이어보상 유니크에잠 잘못 썼는데 혹시 복구해줄까요...?,아이템,673,문제 해결
뉴비 챌섭 장신구 스펙업 질문있습니다,아이템,492,가능·적정성
복귀 유저 본캐 템 질문 입니다(장비템먼저 vs 리레링 4렙 먼저),아이템,612,선택·추천
이번 챌섭복귀유저입니다. 드메템 관련 질문드립니다.,아이템,599,선택·추천
제네패스 해방 날짜 메린이 질문드립니다!,퀘스트,514,가격·시세
형들 미트라 사려고하는데..뭐사야할까 ㅠㅠ뉴비야,아이템,663,선택·추천
피방시간 채우기,기타,674,기타 질문
컬프 사용할만한 코디템 있을까요?,아이템,512,선택·추천
"메린이 하드듄켈,진힐라에 막혔습니다 장비 고민..",아이템,728,우선순위
뉴비 본캐 레테 보조와 템셋팅..,아이템,1939,기타 질문
선생님들 복귀 뉴비 템진로 조언 부탁드립니다.,아이템,604,우선순위
이번유입 스펙업 순서좀 알려주실수있을까요,아이템,786,우선순위
하이버버닝 삭제하고 다시만들라하는데 뉴비 질문드립니다,직업,710,가능·적정성
복귀유저 질문있습니다,아이템,541,기타 질문
챌섭 유입 메린이 템 진단좀 부탁드려요,아이템,640,우선순위
뉴비입니다 질문있습니다 (모르고 자게에 써서 다시 작성했습니다),시세,628,가격·시세
일리움 vs 키네 뉴비본캐 추천부탁드립니다,직업,601,선택·추천
플라즈마 하트가 터져버렸어요..,아이템,5940,우선순위
복귀유저 챌섭 질문드립니다,기타,482,방법·공략
유효 2줄로 인정인가요?,기타,627,가능·적정성
뉴비) 아이디 생성관련,기타,593,선택·추천
보조무기 시세 질문,아이템,709,가격·시세
데미지 스킨 얻는법,기타,1972,기타 질문
아이템 순서 맞추는 법좀 알려주세요..,아이템,714,우선순위
뉴비 듀블 레잠 질문입니다!,아이템,579,선택·추천
애픽던전 260 던전깨야 270꺼 생기나요?,퀘스트,568,방법·공략
선생님들 뉴비 보조무기 잠재 한번만 봐주세요,아이템,588,기타 질문
뉴비 서큘 질문,아이템,565,기타 질문
무과금 챌뉴비 65억 정도 생겼는데 어디에 써야해?,기타,1877,기타 질문
챌섭 뉴비 템세팅 순서 이영상 어떤가요?,아이템,2146,우선순위
복귀유저 챌섭 궁성비? 200찍어주는거 질문좀요,기타,927,기타 질문
형들뉴비인데 이거시세 얼마정도 할가요,시세,1075,가격·시세
복귀는 무조건 챌섭이야?,직업,924,기타 질문
뉴비 챌섭 일반펫 스킬 자동사용 되는걸로 제일 싼거 하나만 사면 될까요?,아이템,928,가능·적정성
뉴비 질문있슴다,기타,520,가격·시세
챌섭 뉴비 템세팅 봐줄수 있나요,아이템,678,기타 질문
메이플 뉴비 몽벨 먹었는데 질문있어요!,아이템,785,가격·시세
mvp작 하려는.뉴비인대요,기타,893,기타 질문
일요일에 메소가 빨려나가는 거면,기타,1314,가격·시세
메린이 챌섭 질문 드립니다 !,퀘스트,597,기타 질문
이 헤어 이름 아시는 코잘알님 계시는가요..뉴비임다,기타,783,기타 질문
뉴비 샤타포스 질문 있습니다 도와주세요,아이템,824,선택·추천
하이퍼블링크가 안보여요 ㅠㅠ 뉴비도와주세요,아이템,700,문제 해결
챌시즌2 하다가 이번에 복귀 질문,기타,498,가격·시세
메이플 뉴비 궁성비 질문,기타,562,선택·추천
5년로아 접은 쌩뉴비 메이플 시작 질문,기타,869,가격·시세
챌섭입문 뉴비 오늘 주흔작 하트말고 더 할거있나요,아이템,699,기타 질문
뉴비 키네 vs 제논 머가나을까요 형님들 본캐,직업,567,선택·추천
뉴비 질문요,기타,478,가격·시세
1년전 렌 처음 나올때 했었는데 뒤에 짐짝 없애는 방법 좀 알려주세요 ㅠ,기타,622,방법·공략
뉴비 스펙업 순서,아이템,880,우선순위
V메트릭스 코강 버그 관련,기타,512,방법·공략
챌섭뉴비 칠흑이 사고싶어요,아이템,835,선택·추천
레전기준 보스드랍 큐브랑 메소로 돌리는거랑 기대값 같나요?,아이템,599,가격·시세
템세팅 질문,아이템,597,방법·공략
뉴비 장신구 질문드려요!(여명or파풀마),아이템,648,기타 질문
이번 유입 뉴비 레잠 질문,아이템,640,선택·추천
18성 앱솔(크뎀 장갑) vs 흙케인,아이템,752,선택·추천
스펙업 진로상담 부탁드립니다.,아이템,699,선택·추천
원본 초롱나비 로이드 얼마인가요?,아이템,602,가격·시세
가엔링 인트 36% 떴는데 이거 시세가 어떻게 되나요?,시세,912,가격·시세
챌섭 메린이 메소로 어떤스펙업 먼저하나요??,아이템,862,우선순위
복귀유전데 뭐부터해야해용?,기타,515,우선순위
챌썹 랩 276 썬콜 메이플 처음하는 메린이 메이린 최소컷 질문 ㅠ,아이템,737,가능·적정성
뉴비 오늘 퇴근하고 챌섭해보려는데,기타,818,가격·시세
메린이 템셋 질문,아이템,685,가능·적정성
안녕하세요. 챌섭 뉴비 질문드립니다. 과금관련,아이템,817,우선순위
뉴비 레잠 질문드려요!,아이템,888,선택·추천
안녕하세요 멍청한 메린이입니다..,기타,1038,가격·시세
뉴비대박났는데 시세좀 알려주실 선생님ㅠ,아이템,4305,가격·시세
유입 메린이 레전잠재 질문있습니다,아이템,904,가능·적정성
(뉴비) 비숍 진힐라 잡을때 오버러드 마나 켜요?,직업,628,기타 질문
챌섭 복귀 유저 질문,아이템,598,가격·시세
챌섭 템셋팅 질문입니다!,아이템,596,우선순위
고민!,기타,656,가능·적정성
안녕하세요 복귀유저 챌섭 챌린지 질문드립니다,기타,532,우선순위
전시즌 유입 뉴비 질문드립니다,아이템,547,선택·추천
챌섭 유입 메린이 메소사용후보 골라주십셔,아이템,720,선택·추천
안녕하세요 이번에 시즌4 유입뉴비입니다! 질문 있어요!,기타,698,기타 질문
메린이 노말세렌 이지칼로스 가능할꺼같음??,몬스터,800,가능·적정성
형들 작년렌유입 복귀하려는데 템세팅조언좀,아이템,682,가능·적정성
메린이 엠블 잠재 옵션 질문 드려요!,아이템,653,가격·시세
드메링(재획용)과 스탯링(보스용)을 어떻게 세팅 해야하는지 궁금합니다.,아이템,850,방법·공략
뉴비 자석펫 질문이있습니다,아이템,827,기타 질문
응애 뉴비 이벤트링 질문있어요,아이템,697,가능·적정성
뉴비 제네시스 패스 질문입니다.,아이템,709,기타 질문
찍계 걸린것 같습니다.,기타,1049,방법·공략
메이플 슈퍼뉴비 어떻게 강화하는지 궁금합니다.,시세,691,가능·적정성
챌섭 질문있어요,기타,613,가격·시세
찐뉴비 앞으로 스펙업 계획..챌가능할까요,아이템,1159,우선순위
이틀차 복귀유저인데 못채운출석 메포로 미는게 좋나요?,기타,723,기타 질문
보스 파티플레이 중 죽으면 아무 보상 못받나요?,기타,1042,가능·적정성
챌썹 본케 쌩뉴비 입니다! 선생님들 조언 구합니다!,기타,721,우선순위
복귀한 뉴비인데 V매트릭스가 예전이랑 뭔가 바뀐 느낌이에요!,직업,644,우선순위
플래닛에서 처음 본메 넘어가는 뉴비 직업질문좀 드립니다!,직업,726,선택·추천
메린이 검마 솔격 가능함??,몬스터,1104,가능·적정성
뉴비 자석펫 질문,아이템,752,기타 질문
뉴비 복귀 본캐 질문드립니다!,직업,595,우선순위
뉴비 다음 반지 잠재 어떻게 계획해가면 돼요?,아이템,738,가능·적정성
뉴비 해방패스,퀘스트,854,가능·적정성
검마 2인격 뉴비기준,기타,3545,가능·적정성
뉴비 챌린저 찍고싶은데 조언부탁드려요,아이템,718,가능·적정성
뉴비인데 지금 시작하면 이벤트 많이 늦었나요??,기타,741,기타 질문
챌섭 뉴비인데 가엔링 23성 이거 사는건 아닌가요?,아이템,900,가능·적정성
카데나 vs 제로,직업,752,선택·추천
찐뉴비 2주차인데 궁금합니당!,아이템,906,가능·적정성
챌섭 유입 뉴비인데요..ㅠ,아이템,922,기타 질문
뉴비 현질 고민,아이템,936,가격·시세
뉴비 4여명이후 템 질문ㅜ,아이템,1712,가격·시세
뉴비 복귀유저 자유전직 문의 드립니다,직업,806,기타 질문
뉴비 수로 질문드립니다.,기타,640,가능·적정성
궁성비 19개 캐릭 추천 부탁드립니다,기타,1098,선택·추천
메소팔거면 챌섭이 좋나요 본섭이 좋나요?,시세,691,가격·시세
카이 공략 질문,기타,1283,가능·적정성
뉴비 챌섭 아이템 세팅 도와주세요,아이템,926,가격·시세
뉴비 직업 데슬 이랑 캡틴,직업,677,선택·추천
혹시 챌섭 진라벨 경험치 코디템 4부위 다 사는거 어떻게 생각하시나요?,아이템,778,가격·시세
직업 선택 도와주세요,직업,606,선택·추천
뉴비 챌섭 템 구매,아이템,639,가격·시세
뉴비 사고쳤는데 이럴때 어떻게해요 ? (보스 보상),아이템,1442,가능·적정성
뉴비기준으로 해방하면,기타,648,기타 질문
템 스펙업을 어케 해야하지 모르겠어요,아이템,639,가능·적정성
챌섭 복귀 메린이 질문 부탁드립니다..,아이템,612,가격·시세
뉴비 이거 오리진 버그인가요???,기타,698,문제 해결
챌섭 뉴비 스펙업 고민좀 도와주세요!,아이템,657,선택·추천
메린이 어빌 질문 있워요!!!,기타,663,우선순위
스펙업 순서 질문,아이템,690,선택·추천
메린이 미라클에 메소 다 박았는데 조언좀..,아이템,1747,가격·시세
뉴비 미라클 하다가 운좋게 과분한 옵션이 떳는데요,아이템,878,가격·시세
안녕하세요 어웨이크 이후 거의 6년만에 복귀하는 메린이입니다,직업,632,기타 질문
명장 달고 일정시간이상 제작 안하면 떨어진다던데 맞나요?,기타,726,문제 해결
검마 인원수에따라 어둠의 흔적량 차이나나요?,기타,911,가능·적정성
메이플 뉴비 챌린저스 서버 레테 꼭 해야할까용?! ㅠㅠ,직업,1079,우선순위
뉴비 100억 어디에 쓰는게 현명할까요?,아이템,1068,가능·적정성
15일 이용 제한을 받았는데 사유가....,기타,1740,문제 해결
25성 가엔링 얼마에 팔아야 하나요?,시세,888,가격·시세
챌섭 미트라 안사고 엠블럼 직작하는 뉴비,아이템,2942,가능·적정성
뉴비 마깃안 먹었는데 팔면 되나요?,아이템,1542,가격·시세
놀긍 60퍼 작 해도 되나요?,아이템,1150,가격·시세
뉴비 페어리하트작 질문있습니다,아이템,958,가능·적정성
메이플 부캐는 275 의자 못얻나요?,아이템,1069,방법·공략
뉴비 익스트림 성장의 비약 질문,기타,954,우선순위
뉴비) 제로 공마 받는거요,직업,648,기타 질문
와헌 뉴비 스킬코어 질문,직업,592,기타 질문
와헌 키우는 뉴비임니다,기타,582,기타 질문
뉴비 메린이 인데요..! 보스 배율 질문 있습니다!,기타,866,기타 질문
챌섭 메린이 듀블 템셋팅 질문있습니다,아이템,790,우선순위
메소마켓 질문,기타,815,가격·시세
뉴비 스펙업 뭐해야할지 모르겠어요,아이템,904,선택·추천
뉴비 챌린저 찍고 싶은데 엠블렘 안 맞추고도 될까요?,아이템,1096,가격·시세
메린이 챌섭 템세팅 질문,아이템,1084,우선순위
챌섭 뉴비 이번 선데이 질문 몇개만 답장 해주실분!,기타,1116,우선순위
갑자기 메소가 생겼는데 챌섭 뉴비 템세팅 질문입니다,아이템,836,우선순위
복귀 메린이 미라클 질문,아이템,660,가격·시세
뉴비 챌섭 미라클타임에 뭐해야 되나요?,기타,1033,가능·적정성
뉴비 세팅 질문 ..!,아이템,605,기타 질문
"유입뉴비 반지질문있읍니다 선생님덜,,",아이템,905,선택·추천
유입 메린이 채집 질문,아이템,1252,기타 질문
챌섭 유입 메린이 과금 및 템셋팅 및 기타 질문드립니다,아이템,1907,우선순위
스펙업 어떻게 해야하는지 질문드려요!,아이템,760,우선순위
하드나 카오스 잡으면 노말 자동클리어되나요?,기타,923,가능·적정성
헥환6만까지 스펙업 순서 추천 해주세요,아이템,1488,선택·추천
지금 메획 한줄짜리는 살만한 가격인가요,아이템,1171,가격·시세
뉴비 제네패스 질문,기타,912,기타 질문
메린이 고민좀,기타,805,가격·시세
메린이 서버 옮기는거 추천함??,기타,1131,선택·추천
안녕하세요 어제 처음한 뉴비입니다,아이템,772,우선순위
챌린저스 패스 캐시샵 구매 불가 뜨는데..,아이템,1104,가격·시세
"메린이, 메복이 궁금증들 해소해주라",기타,707,문제 해결
드메템 지금은 비싼건가요??,아이템,881,가격·시세
안녕하세요 시즌4 유입 메린이입니다. 템세팅때문에 고민이 있어요 ㅠㅠ 도와주세요..!!!,아이템,861,가격·시세
메이플 뉴비 도와주세요,퀘스트,699,선택·추천
뉴비 보조 해방 질문,아이템,667,기타 질문
뉴비 질문 있습니다!! 링크 관련,기타,589,가능·적정성
전투력 2300만 보마인데 메이린 노멀 가능할까요??,기타,1330,가능·적정성
챌섭 템셋팅 질문,아이템,858,가격·시세
찐뉴비 앞으로 방향성 궁금합니당ㅠ,아이템,734,방법·공략
직업 뭘로 할까요,직업,754,기타 질문
챌섭 메린이 이벤링 질문,아이템,758,가능·적정성
챌섭 뉴비 아이템 구매 추천,아이템,852,선택·추천
안녕하세요! 복귀 뉴비 직업 고민 선택 부탁드립니다.,직업,746,선택·추천
저 완전 메린이 인데 강해지고 싶어요..!  도와주세요…,아이템,743,선택·추천
복귀유저인데 방학시즌에는 본캐 부캐 사냥비중어떻게둬야해요?,기타,653,방법·공략
뉴비 카레잠 어디에 발라야하나요,아이템,1126,기타 질문
에픽던전 관련 질문입니다,기타,796,기타 질문
여명셋 지금 많이 올랐나요? 템셋팅 알려주십쇼 ㅠㅠㅠ,아이템,4663,가격·시세
뉴비 렌 이벤트링이랑 기타 등등 질문 있습니다,아이템,813,선택·추천
뉴비 솔 에르다 / 솔 에르다 조각 선택권 받을라 하는데 [답답함주의],기타,9440,선택·추천
메이플 입문 뉴비 유튜브 보고 따라오긴 했는데 템세팅 앞으로,아이템,899,우선순위
님들 진짜 너무 급해요 유입 뉴비 메린인데 질문좀 봐주세요 ㅜ,기타,752,우선순위
뉴비 레테 vs 렌 vs 보마,직업,2400,선택·추천
메린이 500억 정도 템세팅 질문좀용 행님덜,기타,931,기타 질문
설렁설렁 찍먹해보려고하는데 제네시스패스 살까요?,기타,1256,선택·추천
선배님들 인생망한 뉴비 제로 육성 궁금합니다..,시세,739,가격·시세
메린이 질문,기타,685,기타 질문
뉴비 메린이 질문있어요! (달성비약 관련),기타,1188,가능·적정성
챌섭 뉴비 키보드,기타,781,선택·추천
뉴비 질문점,기타,624,기타 질문
뉴비 사냥중인데,기타,774,기타 질문
뉴비 가엔링 1.2 주고 샀는데 잘 산건가요?,시세,4366,가능·적정성
검마 배율78퍼 2인 빡셀려나요?,몬스터,1033,기타 질문
찐뉴비 질문있습니당ㅠ,아이템,685,우선순위
개초보뉴비 챌린저하고싶습니다 길을알려주세요,직업,5471,우선순위
중고뉴비 챌섭 복귀유저 직업고민 아란 VS 레테,직업,742,선택·추천
뉴비 질문이 있어요!,아이템,691,문제 해결
복귀 유저 템셋팅 방향성 질문 있습니다,아이템,707,우선순위
안녕하세요! 뉴비 질문 있어요!,아이템,658,선택·추천
본캐로 키울만한 캐릭터는 무엇일까요?,직업,768,가격·시세
선생님들 챌섭에서 데브팬을 손대다가 이런게 떳는대 가격이 얼마나 하나여,시세,1050,가격·시세
경매장 아이템 시세 질문,아이템,959,가격·시세
챌섭 하드메이린 목표로하고있는데 템세팅 질문드립니다,아이템,891,가격·시세
뉴비 제논 템맞췃는데 한번씩만 봐주시면 감사합니다,직업,701,우선순위
울티마 이벤트링 뭐 받아요 되나요 ?,아이템,1704,가능·적정성
200억 있는 뉴비인데 카인 보조장비 레유 5줄 사면 댈까용,아이템,904,기타 질문
뉴비 어빌 질문,기타,745,우선순위
챌섭뉴비 스펙업 이제 어떻게해야할까요?,아이템,902,선택·추천
아이템버닝 연습모드,퀘스트,1766,문제 해결
메짱행님들 자문구합니다 ㅠㅠ,아이템,578,우선순위
뉴비 제네시스 퀘스트 무기,퀘스트,721,방법·공략
슈퍼뉴비 메소구매 질문드려여..,시세,790,가격·시세
메린이 직업 추천 도와주세용...,직업,596,선택·추천
메린이 풀드메할때 템이름이 뭐임??,아이템,870,가격·시세
메응애 아이템 봐주실분 ㅠ,아이템,675,가능·적정성
이번에 복귀해서 이적자 목표로 템 맞추려고하는데,아이템,706,우선순위
뉴비인데 티타늄화살 질문있는데요,아이템,1042,기타 질문
"메린이 해방퀘 관련 질문드려용,,",퀘스트,767,방법·공략
하드 데미안 1900만 보마 뉴비인데 ㅠㅠ 왜이렇게어렵나요,몬스터,1385,문제 해결
"뉴비 윈브 , 아란 질문드립니다.!!",직업,786,선택·추천
찐 메린이 질문좀 해볼께용 !,기타,713,가격·시세
뉴비 챌린저 목표 장비 앞으로 어떻게 해야할까요 ? ..,아이템,1043,우선순위
안녕하세요. 뉴비 템셋팅하려는데 이해한게 맞을까요?,아이템,990,우선순위
메린이 v매트릭스 스킬 아무거나 막 찍었는데,기타,847,우선순위
이번에 유입한 뉴비 렌 유저 질문,직업,674,문제 해결
복귀유저 본썹 280렌 장비세팅 도와주세용..,시세,818,방법·공략
엔버 뉴비 유입 질문 있슴당 ㅠ,기타,646,가능·적정성
복귀유저인데 환산 7만정도만  찎으려고하는데  템셋 질문,기타,752,가격·시세
이번 챌섭 페어리하트작 뭐가 맞아요..?,기타,18753,기타 질문
리스트레인트 링,아이템,1908,방법·공략
썬콜 vs 보마 선택하려는데..,직업,1113,선택·추천
제네시스 패스 질문,퀘스트,820,가격·시세
재대로 사냥하고 있는게 맞나요 ?,기타,872,기타 질문
메소 구매 질문,기타,1220,선택·추천
챌섭 9만점 목표로 할 때,기타,3599,기타 질문
라운지 정지,기타,1792,기타 질문
템 어디부터 바꿔야되나요,아이템,834,가능·적정성
뉴비 메린이 템 셋팅 질문,아이템,772,선택·추천
복귀한 뉴비인데 자리 한 서버에서 대기타면 넘어 오나요?,기타,977,기타 질문
챌섭뉴비 100억으로 뭐하는게 좋을까요,아이템,1543,기타 질문
메이플 복귀 질문,직업,620,기타 질문
챌섭유입 뉴비 질문!(템사기vs아케인포스올리기),기타,967,선택·추천
챌섭 뉴비는 조각 파는게 맞나요?,아이템,2856,가격·시세
메이플 복귀 유저인데 기존에 키우던 애매한 캐릭은 유기해야될까요,기타,776,가능·적정성
메린이 버닝 순서 실수로 블링크 못 받았는데 삭제가 답인가요?,기타,1081,우선순위
어센트 vs 핵사강화/떡작,기타,1176,선택·추천
뉴비 지금 챌섭에서 드메템 맞추는게 좋을까요??,기타,1227,가격·시세
메이플 이번에 복귀했는데 이제 기본으로 3종펫 안파나요?,기타,667,기타 질문
뉴비 레테 하버없이 키우기 질문있어요,기타,1005,가능·적정성
뉴비라 암것도 모르고 vip 부스터 다 썼는데 수급할곳 없나요?ㅠㅠ,아이템,2508,기타 질문
진짜 헤어만 진짜 헤어만 진짜 헤어만,기타,755,기타 질문
복귀유저 기존캐릭? 챌린저스?,기타,726,기타 질문
뉴비 챌섭 직업 이중에 골라주세요,직업,829,선택·추천
복귀 유저 질문있습니다!,기타,660,가격·시세
리프 5개까지 된다는데 남은 4캐릭은 뭐 키울까요?,직업,683,기타 질문
메린이 메이플 숙제 질문,기타,700,가능·적정성
뉴비 아이템 작 방법이 너무 어려워서 중간에 놓쳤습니다 ㅠ,직업,934,방법·공략
안녕하세요 메린이 챌린저스 질문이 있습니다,기타,691,가능·적정성
복귀 유저 직업선택 고민이용..,직업,681,선택·추천
복귀 유저 질문있습니다!,기타,588,가격·시세
뉴비 진로 질문 드립니다!,아이템,660,우선순위
안녕하세요 찐 뉴비인데요 노멀 스우,기타,856,기타 질문
쌩 뉴비 템셋팅,아이템,1098,우선순위
보마 뉴비 질문있습니다.,기타,684,우선순위
챌섭 200억 템세팅 조언 가능하신분...,아이템,974,가격·시세
뉴비 보조 한번봐주세요,아이템,773,가격·시세
레전드 메린이 사냥 질문있어요,기타,808,기타 질문
챌섭 템셋팅 하려는데 뭐가 좋나요,기타,862,선택·추천
뉴비 제발 살려주세요,퀘스트,862,방법·공략
챌섭 모험가 도적 자전 관련해서 궁금한점 있습니다,직업,926,가격·시세
뉴비인데 아직 루미랑 플위 본캐 고민중인데...,직업,739,선택·추천
262렙 스펙업 순서 이거 맞나요??,기타,1849,우선순위
뉴비 챌섭 너무 어렵네요,기타,922,방법·공략
